kwtts001001001_0	整理床单位
ttskw00010646	洗澡把衣服穿好
ttskw00010647	嗯这样讲穿上裤子就不用要改变了
ttskw00010648	正确的说是穿裤腿
ttskw00010649	穿上裤子啊
ttskw00010650	好在旁边等他换上干净衣服
ttskw00010651	你天天穿衣服都是跑着穿的
ttskw00010652	这个就就留个裤子穿嗯
ttskw00010653	你穿外套
ttskw00010654	脖子来擦个手擦个
ttskw00010655	侧个身把屁股再擦一擦
ttskw00010656	背后背也给他擦一擦
ttskw00010657	小腹擦一擦腿打开
ttskw00010658	这个山这个山跟背后擦一擦
ttskw00010659	转个身给我后背擦一擦啊
ttskw00010660	来这个身侧身侧身转个身
ttskw00010661	对腿打起来转个身啊
ttskw00010662	你要上来一下水温怎么样
ttskw00010663	睡觉让她好好的洗洗脚
ttskw00010664	你打瞌睡打瞌睡带的不冷吗
ttskw00010665	伸伸腿伸伸腿伸伸手的
ttskw00010666	在哪水冷不冷
ttskw00010667	你应该痛不痛啊
ttskw00010668	你现在痛不痛
ttskw00010669	你看我都跟我说
ttskw00010670	跟我学跟我说
ttskw00010671	嗯跟我做啊
ttskw00010672	跟我学啊
ttskw00010673	就是跟我又跟我说
ttskw00010674	来站起来啊
ttskw00010675	你这个腿慢慢抬出来
ttskw00010676	是不是疼
ttskw00010677	想叫他帮你揉一揉
ttskw00010678	就叫他帮你揉一揉
ttskw00010679	我轻一点帮你揉揉啊啊我们不
ttskw00010680	我帮你梳一下头啊
ttskw00010681	所以说我把这个腿抬一下啊
ttskw00010682	这样合适吗
ttskw00010683	我这样按重不重
ttskw00010684	左腿抬一抬
ttskw00010685	右手抬一抬
ttskw00010686	晚上你别早早的拉拉他关窗关门
ttskw00010687	我要不要再脱掉一件衣服
ttskw00010688	你不能坐起来吗
ttskw00010689	那抬一下腿
ttskw00010690	抬抬右腿啊
ttskw00010691	这样子痛不痛啊
ttskw00010692	这个那么感到痛了吗
ttskw00010693	舒缓舒服
ttskw00010694	那个我们头发洗好了啊
ttskw00010695	想洗澡
ttskw00010696	洗个澡好清凉的呀
ttskw00010697	我力度重不重
ttskw00010698	把那嘴张了吗
ttskw00010699	这个裤子也换吗
ttskw00010700	这个啊这条裤子要换吗
ttskw00010701	等一下要擦一擦啊
ttskw00010702	再擦个身往下面穿啊
ttskw00010703	不是很少好的擦擦干净的吗
ttskw00010704	烫烫不烫是吧
ttskw00010705	我要学烫不烫啊
ttskw00010706	我擦个身上水烫不烫啊
ttskw00010707	这些地方擦点油
ttskw00010708	脱裤子坐下来脱马桶
ttskw00010709	躺下腿伸下手
ttskw00010710	不冷吧冷不冷不冷吧
ttskw00010711	你就冲一冲啊
ttskw00010712	冲一冲打两
ttskw00010713	被动运动力道正确
ttskw00010714	头皮不痒
ttskw00010715	哪侧肢体能活动不伸下手
ttskw00010716	我就不好背洗澡去了
ttskw00010717	背面下擦一擦
ttskw00010718	现在脱衣服
ttskw00010719	伸伸腿伸伸手对慢一点
ttskw00010720	伸手伸脚
ttskw00010721	抬手抬手
ttskw00010722	抬手抬脚疼吗
ttskw00010723	跟着我走
ttskw00010724	穿衣服穿裤子穿衣服穿裤
ttskw00010725	协助更衣穿裤
ttskw00010726	到底是不是伸一下手
ttskw00010727	你们吃中饭了没
ttskw00010728	那个什么痛不痛啊
ttskw00010729	合同合同经过啊舒缓一下啊
ttskw00010730	被动运动的啊
ttskw00010731	以后你换条裤子啊
ttskw00010732	来妈手伸出来把手抬高
ttskw00010733	舒服舒服了吗
ttskw00010734	不是你洗头了吗
ttskw00010735	准备洗头了啊啊
ttskw00010736	唉大姐翻身了啊
ttskw00010737	翻身了
ttskw00010738	抬下脚背一下
ttskw00010739	阿姨呢痛不痛痛不痛痛不痛
ttskw00010740	那这字体运动运动吧
ttskw00010741	拿着自己运动
ttskw00010742	那这自己的运动运动呗
ttskw00010743	运动运动哎呀嘞剩下省剩下省
ttskw00010744	跟我做跟我做跟我做跟我做跟我做
ttskw00010745	跟我一起去玩
ttskw00010746	穿衣服穿衣服穿衣
ttskw00010747	裤子换条裤子换条裤子
ttskw00010749	话费套话费套话费套
ttskw00010750	阿姨能不能站起来能不能站起来能
ttskw00010751	手脚能对起来吗
ttskw00010752	舒缓痛不痛啊
ttskw00010753	痛不痛痛不痛啊痛痛不痛痛不痛
ttskw00010754	剔胡子
ttskw00010755	剃胡子剃胡子
ttskw00010756	就这么跟我学跟我学跟我学跟我
ttskw00010757	老婆来看我做看我做看我做
ttskw00010758	那这肢体运动运动呗
ttskw00010759	那这这题运动运动会那真
ttskw00010760	自提运动运动
ttskw00010761	擦一擦眼睛擦一
ttskw00010762	老婆耳朵后面擦一擦
ttskw00010763	擦擦脸擦擦脸擦
ttskw00010764	你床铺一铺
ttskw00010768	铺床床铺一铺铺床等面部清洁梳理
ttskw00010769	梳头发梳头
ttskw00010770	梳头发梳头发梳头发
ttskw00010771	不来梳个头
ttskw00010772	那不能梳个头
ttskw00010773	梳个头书
ttskw00010774	这这不是太难梳个头梳个头梳个头
ttskw00010775	老婆来梳头发
ttskw00010776	头梳梳头梳梳头
ttskw00010777	竖竖头竖竖头竖竖
ttskw00010778	树树头树树头树树
ttskw00010779	老婆水温可以吗
ttskw00010780	水温可以用吗
ttskw00010781	水温怎么量水温怎么量水温怎么量
ttskw00010782	润肤露擦一擦润肤露
ttskw00010783	擦一擦润肤露擦一擦润肤
ttskw00010784	擦一擦润肤露擦
ttskw00010785	擦一擦润肤露擦一擦润肤露
ttskw00010786	读一擦一擦润肤露
ttskw00010787	老婆能不能站起来能不能站起来
ttskw00010788	老婆能不能坐起来
ttskw00010789	老婆能不能站起来
ttskw00010790	老婆能不能走路能不能走路
ttskw00010791	老婆能不能做起来能不能做起来
ttskw00010792	能不能做起来的老婆舌
ttskw00010793	老婆手脚能带起来吗
ttskw00010794	那不是就能带起来吗
ttskw00010795	什么叫能带起来吗
ttskw00010796	陶然舒服的对吧
ttskw00010797	这个力度可以吗
ttskw00010798	我们再换一个腿
ttskw00010799	喝点水来喝一口啊
ttskw00010800	说随便再看看这里揉一揉好不好
ttskw00010801	我再轻轻的给你揉一揉肩膀
ttskw00010802	两个角相互揉搓好不好
ttskw00010803	就这样相互揉搓啊
ttskw00010804	就这样相互揉搓一下啊
ttskw00010805	我就这样给你按啊
ttskw00010806	哎手指甲里面擦擦啊
ttskw00010807	把你手擦一擦啊啊
ttskw00010808	水换好了给你手再擦一擦啊
ttskw00010809	也擦一擦耳朵后面
ttskw00010810	擦一擦来头顶头抬一下啊
ttskw00010811	怎么样水温可以吗
ttskw00010812	水温可以的
ttskw00010813	怎么样水温水温可以吗
ttskw00010814	可以啊啊水温也可以啊
ttskw00010815	那脚抬起来
ttskw00010816	舒服怎么样
ttskw00010817	疼啊
ttskw00010818	洗洗头再洗澡啊
ttskw00010819	嗯洗洗头了
ttskw00010820	洗个澡舒
ttskw00010821	嗯头洗好了再洗澡啊
ttskw00010822	等一会儿上来冲一下
ttskw00010823	冲一冲来换一个
ttskw00010824	我再给你冲冲啊嗯
ttskw00010825	这个你冲冲啊
ttskw00010826	我在外面洗澡
ttskw00010827	力度是重是吧
ttskw00010828	我排轻一点轻一点轻一点啊
ttskw00010829	我们手脚腿肩膀揉一揉啊
ttskw00010830	有人呢那这样给你揉一揉
ttskw00010831	阿婆来我们捏捏手啊
ttskw00010832	我给你捏捏手捏捏脚捏捏腿好不好
ttskw00010833	我来给你肩膀揉一揉
ttskw00010834	我来给你揉好不好
ttskw00010835	活动活动时间流通啊
ttskw00010836	来来左腿拍拍啊在右腿拍拍啊
ttskw00010837	右手拍拍来来
ttskw00010838	左手拍
ttskw00010839	把裤子扣起来再穿裤子哦
ttskw00010840	你们一个脚先来穿裤子啊
ttskw00010841	我先穿一个裤腿
ttskw00010842	我来拉裤子
ttskw00010843	你头擦擦擦擦擦身上啊
ttskw00010844	我来再给你擦擦
ttskw00010845	这个手在拉拉这边来给你擦擦干
ttskw00010846	我会给你擦干净
ttskw00010847	嗯哎你看看啊水烫不烫
ttskw00010848	宝宝把手抬起来好吧
ttskw00010849	哎手抬起来
ttskw00010850	天冷不冷啊
ttskw00010851	温冷不冷啊
ttskw00010852	挺舒服的
ttskw00010853	你想我们就洗头
ttskw00010854	洗个头啊
ttskw00010855	我给你头发抓一抓啊
ttskw00010856	把头发冲动干净啊
ttskw00010857	我们的头发洗干净了吗
ttskw00010858	我这样重不重
ttskw00010859	把我给揉揉肩膀
ttskw00010860	我们就按肩膀了啊
ttskw00010861	我下次再帮你按好不好
ttskw00010862	我们再用毛巾把头发擦擦干好
ttskw00010863	下坡我后面擦一擦啊
ttskw00010864	地上的水擦一擦
ttskw00010865	给擦干过来
ttskw00010866	我给你擦干脸啊
ttskw00010867	我用梳子给你头发梳梳
ttskw00010868	头发梳好吧
ttskw00010869	这个属于温可以吗
ttskw00010870	不怕也不冷啊
ttskw00010871	舒服了
ttskw00010872	看看身洗个脸很舒服的
ttskw00010873	你洗完我们就洗头
ttskw00010874	我们的头发洗干净了啊
ttskw00010875	拉边放起来头发洗好
ttskw00010876	阿婆洗个头洗洗
ttskw00010877	把头发洗
ttskw00010878	我给你先洗澡嘞
ttskw00010879	这首诗的力道也可以好的
ttskw00010880	跌成风吹一吹
ttskw00010881	把我给你揉揉肩膀
ttskw00010882	活动啊血液流通对你有好处啊
ttskw00010883	就这样给你拍打拍打肩膀
ttskw00010884	手脚啊等于走走肩好不
ttskw00010885	换好了
ttskw00010886	给你擦擦擦
ttskw00010887	我用梳子给你头发梳梳好不好了
ttskw00010888	头发梳好了哦
ttskw00010889	我先水温可以吗
ttskw00010890	伸一伸腿一下腿
ttskw00010891	我来给你洗洗手泡泡澡哦哦哦买蛋
ttskw00010892	吹吹干洗发
ttskw00010893	脚泡一泡泡一泡脚洗洗脚
ttskw00010894	给你泡泡脚
ttskw00010895	来奶奶脚抬起来
ttskw00010896	不疼不疼啊
ttskw00010897	对面感觉舒服吧
ttskw00010898	被告管理慢一点啊嗯快不起来嗯
ttskw00010899	阿波怎么样舒服啊
ttskw00010900	睡觉啊嗯束缚起来谁舒服啊
ttskw00010901	舒服怎么样庆祝
ttskw00010902	哦这是洗发水洗头
ttskw00010903	给你擦点洗发水啊
ttskw00010904	沐浴开
ttskw00010905	重不重啊宝宝重不重
ttskw00010906	重不重有点重了是吧
ttskw00010907	这个轻重还可以吧
ttskw00010908	这个力度还可以吧
ttskw00010909	解放活动活动
ttskw00010910	小白圈圈的揉一揉
ttskw00010911	脚脚趾头揉一揉
ttskw00010912	我再给你拍打拍打在血液循环
ttskw00010913	拿着肩膀啊拍打拍打肩膀
ttskw00010914	哎做错拍拍左腿拍拍啊
ttskw00010915	我再给你拍拍练一练腿带的位置好
ttskw00010916	给你按按啊
ttskw00010917	来给你按按按按按按可以吧
ttskw00010918	他干了我们穿衣服了
ttskw00010919	给你擦擦干净
ttskw00010920	就擦身上啊
ttskw00010921	我来给你擦干啊
ttskw00010922	水温等会儿等会儿啊
ttskw00010923	轻重也可以是吧
ttskw00010924	轻轻好不好啊
ttskw00010925	轻重哦
ttskw00010926	给我们再考考这样轻重可以
ttskw00010927	好听了中了跟我说重了或者是轻了
ttskw00010928	是来我们再换一个腿
ttskw00010929	换一个腿换一个手来
ttskw00010930	换个手
ttskw00010931	喝点水来来喝一口啊
ttskw00010932	烤好肩膀再给你揉一揉啊
ttskw00010933	左手再擦擦啊
ttskw00010934	左手再擦擦来搁这窝里面再擦擦啊
ttskw00010935	擦擦右手鸽子窝里面擦擦啊
ttskw00010936	哎耳朵后面擦一下
ttskw00010937	也说了怎么样烫吗
ttskw00010938	你看我给你这个脚左脚先洗一洗啊
ttskw00010939	来换一只脚搓搓换一只脚
ttskw00010940	换只脚再搓搓
ttskw00010941	把那手抬起来
ttskw00010942	时间给给你慢一点
ttskw00010943	舒服啊里面
ttskw00010944	慢慢等不着急啊
ttskw00010945	舒服方便吗
ttskw00010946	我们先洗头好不好
ttskw00010947	我们把头冲一冲
ttskw00010948	来给你洗澡
ttskw00010949	嗯后天可以洗个澡
ttskw00010950	冲一下啊啊
ttskw00010951	你们啊这样给你冲冲洗洗身上冷
ttskw00010952	我就给你念念念的轻一点啊
ttskw00010953	坐下来去穿衣服
ttskw00010954	你头擦一擦嗯
ttskw00010955	那你擦一擦啊嗯擦擦眼睛睁开看吗
ttskw00010956	我给你后背擦那个后背擦一擦啊
ttskw00010957	嗯后背搓一擦
ttskw00010958	抬起来搓一擦
ttskw00010959	去擦你妹的脚
ttskw00010960	奶奶这个水温可以吗
ttskw00010961	烫啊冷啊
ttskw00010962	那你的水温正好了啊
ttskw00010963	热一点好是吧
ttskw00010964	对手抬起来
ttskw00010965	水温你看啊如果不合适啊
ttskw00010966	我把手抬起来好吧
ttskw00010967	我给你头发头发上抹了一点洗发水
ttskw00010968	特别擦我们就洗头了啊
ttskw00010969	头发洗好头发洗好了
ttskw00010970	把头发冲干净啊
ttskw00010971	洗好脸我们再洗头
ttskw00010972	你醒了我就洗澡了啊
ttskw00010973	你揉揉肩揉揉腿吧
ttskw00010974	再给你揉揉可以吧
ttskw00010975	那我们就揉揉肩膀了啊
ttskw00010976	那我们就按肩膀了啊
ttskw00010977	我们我们换干净的衣服了
ttskw00010978	换了几个干的衣服换上去啊
ttskw00010979	可惜毛巾把头发擦擦干湿的不行啊
ttskw00010980	好头发梳好头发说
ttskw00010981	我们这个水冷不冷啊
ttskw00010982	脱了我就给他干的衣服进
ttskw00010983	就完成舒缓一下舒缓一下
ttskw00010984	阿姨来痛不痛痛不痛痛不痛
ttskw00010985	不轻不轻轻不轻轻不轻啊
ttskw00010986	轻不轻轻不轻轻不轻
ttskw00010987	我看我做
ttskw00010988	来换接衣服换接衣服换衣服换衣服
ttskw00010989	还有换衣服换衣服换衣服
ttskw00010990	衣服换衣服换衣服
ttskw00010991	换枕套换枕套套
ttskw00010992	话枕套换枕套换枕
ttskw00010993	铺床床铺一铺铺床床
ttskw00010994	铺一铺铺
ttskw00010995	你手脚能带起来吗
ttskw00010996	阿姨手脚你能带起来吗
ttskw00010997	起来手脚能带起来吗
ttskw00010998	手脚儿能带起来吗
ttskw00010999	不一定冷冷不冷啊
ttskw00011000	肩膀的位置服务洗发水服务洗发
ttskw00011001	头也洗好了啊
ttskw00011002	宝宝我们温水擦浴
ttskw00011003	重不重啊不重不重不重不重哈
ttskw00011004	每一次来给你家揉一揉啊
ttskw00011005	一下子睡擦一擦嘴上的水
ttskw00011006	把头发擦擦干啊
ttskw00011007	头发你别再擦擦
ttskw00011008	给阿婆后面擦一擦啊
ttskw00011009	我要把头发给你梳梳好不好
ttskw00011010	我把头发梳梳好不好
ttskw00011011	哎我们吸管儿湿的衣服脱下来啊
ttskw00011012	那个哎哪位脚抬起来
ttskw00011013	你还洗个澡舒服吗
ttskw00011014	这位阿婆按的舒服吗
ttskw00011015	说过啊嗯这个人痛不痛啊
ttskw00011016	真的感觉舒服啊
ttskw00011017	唉觉得脚趾疼舒服一点啊
ttskw00011018	头顶里面冲冲啊
ttskw00011019	再给你冲冲啊
ttskw00011020	嗯睡洗头了啊
ttskw00011021	哦这是洗发水
ttskw00011022	再洗澡啊
ttskw00011023	在我们洗澡啊
ttskw00011024	嗯头洗好了
ttskw00011025	重不重啊不重不重嗯
ttskw00011026	轻重可以吧
ttskw00011027	轻重啊
ttskw00011028	好不重是吧啊
ttskw00011029	我们我给你手跟腿给你揉一揉
ttskw00011030	肩膀再揉揉腿
ttskw00011031	再揉揉活动活动啊
ttskw00011032	脚跟你揉一揉好不好啊
ttskw00011033	活动活动好不好
ttskw00011034	唉唉左手拍拍
ttskw00011035	左腿拍
ttskw00011036	好在右腿拍拍怎么样
ttskw00011037	活动活动让血液流通
ttskw00011038	活动活动筋骨好嘞
ttskw00011039	让血液流通活动活动
ttskw00011040	轻轻的给你拍打一下
ttskw00011041	亲拍打一下
ttskw00011042	在血液流通时间
ttskw00011043	解绑活动活动
ttskw00011044	再给你按按啊
ttskw00011045	这念念的泡泡拍拍啊
ttskw00011046	血液流通舒服啊
ttskw00011047	我来每次来给你按一按练一练
ttskw00011048	你那个脸拍一拍我的活动经
ttskw00011049	你就穿裤子啊
ttskw00011050	哎你们一个脚先来穿裤子啊
ttskw00011051	先穿一个裤腿
ttskw00011052	再穿一个啊
ttskw00011053	擦身上啊嗯
ttskw00011054	嗯我来再给你擦擦
ttskw00011055	你擦擦干
ttskw00011056	请坐跟我说
ttskw00011057	水不烫不烫啊
ttskw00011058	等一会儿上水烫不烫了呢
ttskw00011059	水温真好啊
ttskw00011060	体温正好啊
ttskw00011061	哎啊手抬起来啊
ttskw00011062	我把手抬起来
ttskw00011063	把两个手抬起来
ttskw00011064	再清水给你头发冲冲干净啊
ttskw00011065	喝杯茶我们就洗头了啊
ttskw00011066	护发素洗一洗啊
ttskw00011067	一擦洗个头嘛
ttskw00011068	后面好好头发吹一吹的啊
ttskw00011069	你揉一揉啊啊
ttskw00011070	就是就给你揉揉肩了啊
ttskw00011071	我给你拍打一下肩膀
ttskw00011072	让血液流通哎
ttskw00011073	嗯再用毛巾把头发擦擦干好
ttskw00011074	我把里面再擦一擦
ttskw00011075	我们擦个身
ttskw00011076	你这真的是再给你擦一下啊
ttskw00011077	哎我用数字给你头发梳梳好不好
ttskw00011078	洗了舒服是吧
ttskw00011079	所以要喝口水吗
ttskw00011080	怎么样感觉一下
ttskw00011081	我这里轻一点好不好
ttskw00011082	力度可以吧
ttskw00011083	这个力度啊
ttskw00011084	来来说喝点水吧
ttskw00011085	哎呀喝一口怎么样水好喝吧
ttskw00011086	随便再给你揉一揉
ttskw00011087	何必再给你揉一揉啊啊
ttskw00011088	来就这样柔啊
ttskw00011089	把头已经擦一擦
ttskw00011090	好头擦好啊
ttskw00011091	你把手指缝里面擦擦啊
ttskw00011092	我给你的耳朵后面擦一下
ttskw00011093	我再给你擦一擦也擦一擦
ttskw00011094	也擦一擦啊
ttskw00011095	然后擦一擦哈
